product_id,district_id1,district_id2,district_id3,district_id4,lat,lon,railway,airport,citycenter,railway2,airport2,citycenter2,eval,eval2,eval3,eval4,voters,startdate,upgradedate,cooperatedate,maxstock,ciiquantity
15,10201,20502,31003,45760,3.99540290833,11.6366127014,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.6,1417.0,2008-11-01,2015-01-01,2014-07-02,138.0,130
16,10201,20502,31003,45760,3.99379425049,11.6276847839,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.4,482.0,2005-09-01,2012-12-01,2014-07-21,43.0,22
17,10201,20502,31003,55952,3.99771728516,11.6370750427,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.6,919.0,2008-08-01,1753-01-01,2014-12-16,169.0,128
18,10201,20502,31003,133952,3.9909740448,11.6550270081,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.3,1533.0,1987-01-01,2012-01-01,2014-11-24,256.0,95
19,10201,20502,31003,55952,4.00055046082,11.6368019104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.3,1032.0,2010-03-01,-1,2010-05-07,103.0,109
20,10201,20502,31003,55952,3.99984474182,11.6412445068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.4,557.0,2010-05-01,-1,2015-03-03,73.0,33
21,10201,20502,31003,55952,3.99987449646,11.6430747986,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.6,881.0,2010-05-01,1753-01-01,2014-07-01,92.0,67
22,10201,20502,31003,45760,3.99399223328,11.6346206665,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.4,728.0,2005-01-01,2011-03-01,2015-06-12,132.0,24
23,10201,20502,31003,45760,3.99535636902,11.6332000732,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,2.9,639.0,2005-10-01,-1,2013-06-20,92.0,4
24,10201,20502,31003,55952,3.9983745575,11.6377151489,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,2,0.5,3.0,460.0,2010-10-01,1753-01-01,2016-03-30,83.0,46
25,10201,20502,31003,45760,3.99340629578,11.6371330261,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.6,1793.0,2010-09-29,-1,2015-02-13,145.0,169
26,10201,20502,31003,45760,3.99352416992,11.6372520447,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.2,1109.0,2008-08-01,-1,2015-06-18,75.0,47
27,10201,20502,31003,55952,4.00002937317,11.6414306641,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.0,3.6,1711.0,2010-09-01,2015-03-01,2014-05-19,103.0,25
28,10201,20502,31003,45760,3.9946308136,11.6304359436,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.3,871.0,2009-09-01,2012-08-01,2015-02-13,48.0,56
29,10201,20502,31003,133952,3.99048614502,11.657698822,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,2.5,583.0,2005-10-01,2008-01-01,2014-08-01,66.0,65
30,10201,20502,31003,133952,3.99135627747,11.6550933838,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,2.6,670.0,2005-10-01,2009-11-01,2010-01-05,78.0,87
31,10201,20502,31003,55952,3.99985809326,11.6402786255,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.3,1010.0,2008-08-01,-1,2015-02-13,55.0,18
32,10201,20502,31003,133952,3.9923210144,11.6560020447,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.6,1058.0,2010-11-01,2014-01-01,2010-11-26,122.0,129
33,10201,20502,31003,45760,3.99361381531,11.6302406311,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1696.0,2010-12-01,1753-01-01,2015-04-07,116.0,44
34,10201,20502,31003,45760,3.99567489624,11.6316848755,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.0,3.4,1608.0,2010-12-01,-1,2011-11-23,92.0,36
35,10201,20502,31003,45760,3.99445037842,11.6351066589,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.5,3.7,1866.0,2010-01-01,2014-03-01,2011-11-17,110.0,35
36,10201,20502,31003,45760,3.99404449463,11.6345787048,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.4,1153.0,2011-01-01,-1,2013-05-02,72.0,133
37,10201,20502,31003,133952,3.99109191895,11.6581222534,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.0,3.7,858.0,2011-01-01,2016-07-01,2015-04-28,97.0,20
38,10201,21318,64993,-1,3.480260849,11.4305664062,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,560.0,2011-04-11,-1,2014-12-19,147.0,58
39,10201,20502,31003,55952,3.99922065735,11.6370323181,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.0,1744.0,2008-03-01,2010-12-01,2014-11-14,46.0,147
40,10201,20502,31003,45760,3.99462471008,11.6342346191,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.0,3.6,1675.0,2011-05-01,-1,2015-04-28,83.0,43
41,10201,20502,31003,45760,3.99365959167,11.630531311,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.6,833.0,2011-05-01,1753-01-01,2014-12-16,96.0,130
43,10201,20502,31003,45760,3.99338912964,11.6318908691,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.5,3.8,1803.0,2011-06-01,-1,2015-02-14,130.0,23
44,10201,20502,31003,45760,3.99336166382,11.6319519043,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,914.0,2011-06-01,-1,2015-02-13,141.0,137
45,10201,20502,31003,45760,3.99334983826,11.6312904358,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.0,3.4,1652.0,2011-08-01,1753-01-01,2015-04-28,134.0,162
46,10201,20502,31003,45760,3.99504508972,11.6317207336,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.4,1455.0,2006-08-01,2010-03-01,2014-08-07,97.0,75
47,10201,20502,31003,55952,3.99833679199,11.6377418518,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.7,1570.0,2011-04-01,1753-01-01,2014-12-10,128.0,94
48,10201,20502,31003,45760,3.9951789856,11.6347808838,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.5,728.0,2010-12-01,-1,2015-02-13,88.0,40
49,10201,20502,31003,45760,3.9936706543,11.6305831909,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,1106.0,2011-09-01,1753-01-01,2014-05-23,139.0,41
50,10201,20502,31003,133952,3.9913143158,11.6594444275,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,2.9,1243.0,2011-07-01,-1,2015-03-04,85.0,22
51,10201,20502,31003,55952,3.99821128845,11.6407936096,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.0,3.5,4663.0,2011-04-01,1753-01-01,2014-03-12,261.0,497
52,10201,20502,31003,45760,3.99291419983,11.6335044861,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.5,3.3,1753.0,2009-01-01,1753-01-01,2014-07-21,77.0,102
53,10201,20502,31003,135096,3.99478492737,11.6195983887,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1128.0,2011-12-01,2015-01-01,2015-06-18,128.0,26
54,10201,20502,31003,133952,3.99143218994,11.6599639893,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.5,3.5,844.0,2011-12-01,2014-05-01,2015-02-14,99.0,12
55,10201,20502,31003,45760,3.99444503784,11.6351280212,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,2,0.5,3.8,120.0,2010-01-01,2014-01-01,2016-11-30,165.0,162
56,10201,20502,31003,55952,4.00265274048,11.6411453247,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.1,1456.0,2012-01-01,-1,2014-06-18,89.0,34
57,10201,20502,31003,45760,3.99499435425,11.6324768066,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.1,1251.0,2007-10-01,-1,2015-06-12,86.0,79
58,10201,20502,31003,55952,4.00189285278,11.6419441223,-1.0,-1.0,16.3,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1428.0,2007-01-01,-1,2014-12-16,153.0,105
59,10201,20502,31003,45760,3.99334983826,11.6344535828,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.3,1159.0,2008-06-01,1753-01-01,2014-08-04,136.0,35
60,10201,20502,31003,45760,3.99352455139,11.6345832825,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,828.0,2008-08-01,1753-01-01,2014-07-02,134.0,40
61,10201,20502,31003,45760,3.99420928955,11.6363723755,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1084.0,2008-08-01,-1,2013-02-01,91.0,320
62,10201,20502,31003,45760,3.99448013306,11.630519104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,838.0,2008-09-01,2016-05-01,2014-05-23,163.0,58
63,10201,20502,31003,45760,3.99302406311,11.6349830627,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.0,3.4,949.0,2008-07-01,-1,2015-02-14,101.0,12
64,10201,20502,31003,55952,3.9991859436,11.6421630859,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.6,884.0,2008-12-01,2012-01-01,2014-09-04,176.0,68
65,10201,20502,31003,55952,4.00265464783,11.6414489746,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,3,2.0,3.4,1317.0,2008-10-01,2013-02-01,2009-03-02,175.0,73
66,10201,21216,74984,1467856,30.4065734863,91.5775695801,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,7,3.0,3.6,2488.0,2014-08-01,2015-02-01,2015-02-12,209.0,171
67,10201,21216,59225,-1,18.3232440948,57.2709350586,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4,4.5,3.5,3048.0,2012-03-01,1753-01-01,2015-01-27,347.0,102
68,10201,21216,124115,-1,18.9708919525,57.6162071228,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,7,3.0,3.4,1115.0,2011-11-01,2016-03-01,2015-12-15,522.0,57
69,10201,21522,41715,-1,18.9445781708,56.286605835,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.0,342.0,2010-01-01,2015-04-01,2015-06-18,114.0,8
70,10201,21522,41715,-1,18.9485301971,56.2916030884,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,6,2.5,3.6,1331.0,2012-04-01,2016-06-01,2014-07-01,204.0,237
71,10201,21522,41715,-1,18.9410552979,56.2876625061,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.3,1394.0,1998-08-01,2012-09-01,2015-02-26,150.0,190
72,10201,21522,45217,-1,32.4773094177,100.364117432,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1543.0,2012-02-01,-1,2015-06-10,171.0,72
73,10201,21522,816893,-1,3.75221595764,11.1143127441,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4,4.0,3.5,260.0,1753-01-01,1753-01-01,2015-05-11,132.0,62
74,10201,23256,51706,-1,8.45219268799,23.7915786743,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.7,1850.0,2011-07-01,-1,2011-08-29,142.0,72
75,10201,23256,51706,-1,8.45487136841,23.7905685425,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.7,1014.0,2011-07-01,-1,2011-08-26,149.0,80
76,10201,21114,31518,1321320,23.3258972168,72.9341033936,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1541.0,2009-08-01,1753-01-01,2014-10-23,192.0,188
77,10201,21114,31518,1321320,23.3296211243,72.9281158447,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.6,2144.0,2010-04-01,1753-01-01,2016-06-15,166.0,170
78,10201,21114,31518,1321320,23.3218414307,72.9228607178,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1435.0,2011-10-01,1753-01-01,2014-06-26,216.0,175
79,10201,21114,31518,1321320,23.3123039246,72.9151611328,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.5,3.7,2765.0,2012-06-01,1753-01-01,2013-03-14,194.0,635
80,10201,21114,31518,1321320,23.3261009216,72.9166213989,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.0,1109.0,2012-07-01,-1,2013-06-24,90.0,121
81,10201,21114,31518,1321320,23.3125602722,72.9155731201,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.6,1733.0,2012-06-01,2015-01-01,2014-07-02,202.0,470
82,10201,21114,31518,1321320,23.3158744812,72.9142913818,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.4,1557.0,2012-09-01,2015-01-01,2015-02-06,248.0,87
83,10201,21114,31518,1321320,23.3218849182,72.9228469849,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,790.0,2013-03-01,1753-01-01,2014-12-03,138.0,62
84,10201,21114,77353,137384,4.19158363342,12.3416694641,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.7,1257.0,2013-04-01,2016-06-01,2015-10-08,88.0,62
85,10201,21114,77353,137384,4.19157981873,12.3417564392,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.7,1863.0,2013-04-01,1753-01-01,2013-09-26,135.0,101
86,10201,21114,77353,137384,4.19273948669,12.3395698547,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,761.0,2013-08-01,2015-01-01,2014-10-10,121.0,31
87,10201,21012,47174,1387256,35.0620758057,100.347619629,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,2,0.5,0.0,266.0,2011-05-01,-1,2016-01-14,196.0,23
88,10201,21012,47174,1388712,35.1270812988,100.254553223,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4,4.0,3.4,3388.0,2012-08-01,1753-01-01,2013-06-19,256.0,141
89,10201,21012,47174,1387256,35.0600280762,100.333203125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,1177.0,2012-11-01,-1,2015-06-18,196.0,58
90,10201,20910,54693,1404624,4.65663414001,12.5143302917,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.5,3.6,1158.0,2009-11-01,1753-01-01,2009-12-11,190.0,112
91,10201,20910,54693,1404624,4.65659980774,12.5145545959,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.3,1117.0,2010-06-01,1753-01-01,2015-04-03,83.0,33
92,10201,21930,32136,103688,6.38668785095,23.7639175415,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,6,3.0,3.4,1490.0,2008-09-01,1753-01-01,2013-07-25,144.0,17
93,10201,21930,32136,1312792,6.41880264282,23.7487258911,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,6,4.0,3.3,1810.0,2010-10-01,-1,2013-03-18,158.0,68
94,10201,21930,32136,103688,6.39051628113,23.771736145,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.4,1444.0,2001-01-01,1753-01-01,2015-02-03,188.0,91
95,10201,21930,32342,1328600,12.5113197327,48.2508483887,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1751.0,2009-01-01,1753-01-01,2013-08-06,207.0,16
96,10201,21930,32342,1328600,12.5120414734,48.2538970947,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.2,3563.0,2011-04-01,2015-08-01,2013-03-27,146.0,124
97,10201,21930,32342,1328600,12.5101493835,48.2510742187,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.0,193.0,2010-09-01,2013-03-01,2014-02-21,81.0,3
98,10201,21930,32342,1328600,12.50233078,48.2542755127,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,1217.0,2012-09-01,-1,2013-08-06,104.0,18
99,10201,21930,32342,1328600,12.4996688843,48.2522033691,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.6,878.0,2013-12-01,-1,2015-03-20,111.0,6
100,10201,21930,52839,73216,9.50653152466,35.9878257751,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.4,1864.0,2009-06-01,1753-01-01,2014-01-23,195.0,124
101,10201,21930,52839,73216,9.51108512878,35.9928749084,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.4,787.0,2011-03-01,1753-01-01,2014-01-24,182.0,29
102,10201,21930,39346,118040,6.40291290283,24.1670272827,-1.0,-1.0,3.3,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,2834.0,2006-05-01,-1,2014-12-03,130.0,100
103,10201,21930,39346,118040,6.40434646606,24.1670974731,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.4,649.0,2009-06-01,1753-01-01,2013-08-16,144.0,28
104,10201,21930,39449,117936,9.41613464355,36.2974159241,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,875.0,2010-04-01,-1,2013-09-18,195.0,11
105,10201,22032,32651,59280,21.1889575958,84.101625824,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,3623.0,2012-06-01,-1,2015-12-16,218.0,34
106,10201,22032,32651,59280,21.1908267975,84.0853477478,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1285.0,2012-06-01,2015-01-01,2012-09-18,105.0,31
107,10201,22032,32651,59280,21.1932460785,84.0876922607,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,2712.0,2012-12-01,1753-01-01,2014-09-25,78.0,401
108,10201,22032,81473,341952,2.79246578217,12.0831413269,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1531.0,2008-07-01,2014-04-01,2014-09-16,189.0,14
109,10201,22032,820498,-1,16.5384143829,72.3176467896,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4,5.0,3.4,1232.0,2010-01-01,1753-01-01,2014-05-28,456.0,47
110,10201,22032,87344,1391312,23.7607681274,96.1270507813,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.6,806.0,2013-03-01,2015-01-01,2014-10-29,211.0,79
111,10201,22134,80134,472992,25.0195175171,94.6913696289,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.4,1276.0,2012-10-01,-1,2015-06-18,124.0,95
112,10201,22134,57371,473512,23.0009376526,81.1037361145,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,6,4.5,3.5,2477.0,2012-10-01,-1,2012-09-12,213.0,69
113,10201,22134,136372,475072,12.6792701721,47.4026245117,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.5,3.6,1592.0,2008-03-01,2012-05-01,2014-12-09,147.0,215
114,10201,22134,136372,475072,12.6791030884,47.4020690918,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.7,1740.0,2009-01-01,2014-12-01,2014-12-09,141.0,47
115,10201,22134,136372,475072,12.6775749207,47.3976623535,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.6,1026.0,2010-09-01,2015-06-01,2015-01-27,165.0,9
116,10201,22134,136372,475072,12.6693717957,47.4101470947,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,536.0,2010-04-01,-1,2014-05-27,102.0,14
117,10201,22134,136372,475072,12.683769989,47.4019775391,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,1691.0,2011-02-01,-1,2015-04-15,70.0,85
118,10201,22134,136372,475072,12.6831169128,47.4024139404,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,6,2.0,3.5,2075.0,2011-03-01,1753-01-01,2013-08-22,172.0,81
119,10201,22134,136372,475072,12.673865509,47.3982574463,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.3,1274.0,-1,-1,2014-07-01,119.0,147
120,10201,22134,136372,475072,12.673626709,47.4003540039,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.6,1443.0,2011-12-01,-1,2014-12-09,129.0,119
121,10201,22134,136372,475072,12.6654327393,47.4076141357,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,752.0,2012-12-01,-1,2014-06-04,88.0,8
122,10201,20502,31003,45760,3.99556427002,11.6322250366,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,2.7,1235.0,2008-01-01,2010-01-01,2013-08-07,94.0,78
123,10201,22338,33475,470184,12.2129631042,59.0624351501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,2,0.0,0.0,45.0,2011-04-01,2016-06-01,2016-12-09,15.0,20
124,10201,22338,33475,470184,12.2131481171,59.0623970032,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.8,599.0,2011-10-01,2014-03-01,2015-03-09,20.0,2
125,10201,22338,33475,470184,12.2133188248,59.0617828369,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.6,2781.0,2011-01-01,2014-03-01,2014-07-25,27.0,128
126,10201,22338,33475,470184,12.2137870789,59.0620155334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,0.5,3.1,864.0,1753-01-01,1753-01-01,2015-04-29,18.0,44
127,10201,22338,33475,470184,12.2130842209,59.0616989136,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.3,941.0,2012-09-01,2016-12-01,2015-03-25,33.0,51
128,10201,22338,33475,470184,12.2134847641,59.062412262,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.5,2412.0,2012-12-01,2013-06-01,2013-07-02,23.0,256
129,10201,22338,33475,470184,12.2131376266,59.0624542236,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,0.5,3.9,1163.0,2012-02-01,2014-11-01,2015-07-13,23.0,18
130,10201,22338,33475,-1,12.281003952,59.0297851562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,7,5.0,3.5,5778.0,2013-05-01,1753-01-01,2013-07-29,479.0,110
131,10201,22338,2246327,1273064,23.5852088928,107.481465912,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4,5.0,3.4,4125.0,2012-09-29,-1,2016-09-02,587.0,219
132,10201,22338,57474,1355952,20.8409301758,95.4511901855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,7,3.0,3.4,2817.0,2013-12-01,1753-01-01,2015-02-06,130.0,63
133,10201,22338,72718,-1,14.9586994171,71.1552383423,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.0,899.0,2010-05-01,1753-01-01,2015-02-14,176.0,39
134,10201,22338,88580,-1,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,2.8,317.0,2006-08-01,-1,2015-02-15,171.0,14
135,10201,22338,88580,-1,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.3,691.0,2014-01-01,1753-01-01,2014-07-28,77.0,12
